Time,theta1,theta1dot,theta2,theta2dot
2.125197222397553,-0.09001015051274348,-0.17209069634557428,0.3017191050037824,0.1464043972839688
2.135055147606126,-0.09171648442783345,-0.17409801771533803,0.3031399359214691,0.14185672723110504
2.144905152302762,-0.09344131540908387,-0.17612482901652862,0.3045148347888935,0.13731007306868115
2.154747398440185,-0.09518483249065644,-0.17817122755305795,0.30584391049115595,0.1327654469735882
2.1645820542025436,-0.0969472273439296,-0.18023731648815172,0.3071272804017788,0.12822385398405578
2.174409294506376,-0.0987286944941608,-0.1823232049501634,0.3083650702333415,0.12368629187062598
2.1842292952768805,-0.10052943039664708,-0.18442900680458812,0.3095574131360345,0.11915375389239752
2.194042236093657,-0.10234963400261937,-0.18655484117436114,0.31070444991453694,0.11462722769536848
2.2038483022107687,-0.10418950724082883,-0.18870083285838413,0.3118063291073932,0.11010769450922388
2.2136476755946783,-0.10604925342978452,-0.1908671103383652,0.31286320585552424,0.10559613341103286
2.2234405497485055,-0.10792908016562479,-0.19305380900514535,0.3138752434213753,0.10109351463514356
2.2332271187666897,-0.10982919737298062,-0.19526106874441945,0.314842611821827,0.09660080476692462
2.243007569410112,-0.11174981580910633,-0.1974890320684737,0.31576548703871016,0.09211897051540038
2.2527820963745797,-0.11369115009340834,-0.1997378475033624,0.3166440524782085,0.08764897184534527
2.2625509006081517,-0.11565341851791727,-0.20200766922762298,0.3174784986136896,0.08319176292286123
2.272314176775932,-0.11763684061957297,-0.2042986541315281,0.31826902182362443,0.07874829799422861
2.282072128196125,-0.11964164025609463,-0.20661096524620354,0.3190158256089749,0.07431952472610401
2.2918249506939468,-0.12166804239420173,-0.2089447679079908,0.3197191192442264,0.06990639170458159
2.3015728482608346,-0.12371627639261404,-0.21130023342134632,0.3203791189433684,0.06550984147932626
2.3113160201489635,-0.12578657340207008,-0.2136775359404172,0.3209960468697462,0.06113081656304409
2.3210546670600314,-0.12787916770783705,-0.2160768538967806,0.3215701315731095,0.05677025677554341
2.3307889948700606,-0.12999429762199263,-0.21849837090093327,0.3221016081383273,0.052429097744250704
2.3405192061932576,-0.1321322037437681,-0.22094227363074587,0.3225907176562575,0.048108274837717874
2.350245508094995,-0.134293130704512,-0.22340875371489932,0.3230377076246943,0.043808719879665683
2.359968099133792,-0.13647732435710752,-0.22589800441300892,0.3234428313365265,0.03953136702798308
